Box,Strain,Date,Name,Genus,species,Strain Synonym,
MAIN STRAINS,AD073CU,8/21/17,ALE,,,,
MAIN STRAINS,AD022CU,8/21/17,ALE,,,,
MAIN STRAINS,AD022CU,8/21/17,ALE,,,,
MAIN STRAINS,14Py25W WT,8/22/17,ALE,,,,
MAIN STRAINS,14Py25W WT,8/22/17,ALE,,,,
MAIN STRAINS,14Py25W CURED,8/22/17,ALE,,,,"Vial dated 8.22.16, reasonably sure that's a type, should be 8.22.17"
MAIN STRAINS,REB-025A WT,8/22/17,ALE,,,,
MAIN STRAINS,NVP80 WT,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,NVP80 WT,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,NVP80 cu,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,NVP80 cu,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,AD052,8/21/17,ALE,,,,
MAIN STRAINS,TLT204,8/21/17,ALE,,,,
MAIN STRAINS,TLT204,8/21/17,ALE,,,,
MAIN STRAINS,AD026,8/21/17,ALE,,,,
MAIN STRAINS,AD026,8/21/17,ALE,,,,
MAIN STRAINS,AM1032,8/21/17,ALE,,,KOD1032,
MAIN STRAINS,AM1032,8/21/17,ALE,,,KOD1032,
MAIN STRAINS,TLT265,8/21/17,ALE,,,,
MAIN STRAINS,TLT265,8/21/17,ALE,,,,
MAIN STRAINS,14Py25W CURED,8/22/17,ALE,,,,
MAIN STRAINS,REB-025A WT,8/22/17,ALE,,,,
MAIN STRAINS,KOD1005 WT (5C),,ALE,,,AM1005,
MAIN STRAINS,KOD1005 WT (RT),5/3/17,ALE,,,AM1005,
MAIN STRAINS,JL22,2/26/18,Jul,,,,
MAIN STRAINS,JL21,2/26/18,Jul,,,,
MAIN STRAINS,JL20,2/26/18,Jul,,,,
MAIN STRAINS,JL25,2/26/18,Jul,,,,
MAIN STRAINS,JL43,,,,,,
MAIN STRAINS,JL44,5/1/18,Jul,,,,
MAIN STRAINS,JL45,5/1/18,Jul,,,,
MAIN STRAINS,JL46,5/1/18,Jul,,,,
MAIN STRAINS,JL47,5/1/18,Jul,,,,
MAIN STRAINS,JL48,5/1/18,Jul,,,,
MAIN STRAINS,JL49,5/1/18,Jul,,,,
MAIN STRAINS,JL50,4/11/18,Jul,,,,
MAIN STRAINS,JL23,2/26/18,Jul,,,,
MAIN STRAINS,JL24,2/26/18,Jul,,,,
Ale Cold Room 1,AD3,9/23/15,Ale,,,,
Ale Cold Room 1,AD8,9/23/15,Ale,,,,
Ale Cold Room 1,AD9,9/23/15,Ale,,,,
Ale Cold Room 1,AD10,9/23/15,Ale,,,,
Ale Cold Room 1,AD11,9/23/15,Ale,,,,
Ale Cold Room 1,AD12,9/23/15,Ale,,,,
Ale Cold Room 1,AD13,9/23/15,Ale,,,,
Ale Cold Room 1,AD14,9/23/15,Ale,,,,
Ale Cold Room 1,AD15,9/23/15,Ale,,,,
Ale Cold Room 1,AD21,9/7/15,Ale,,,,
Ale Cold Room 1,AD22,9/7/15,Ale,,,,
Ale Cold Room 1,AD23,9/7/15,Ale,,,,
Ale Cold Room 1,AD30,9/8/15,Ale,,,,
Ale Cold Room 1,AD31,9/8/15,Ale,,,,
Ale Cold Room 1,AD32,9/8/15,Ale,,,,
Ale Cold Room 1,AD33,9/8/15,Ale,,,,
Ale Cold Room 1,AD34,9/8/15,Ale,,,,
Ale Cold Room 1,AD35,9/8/15,Ale,,,,
Ale Cold Room 1,AD36,9/8/15,Ale,,,,
Ale Cold Room 1,AD39,9/23/15,Ale,,,,
Ale Cold Room 1,AD40,9/23/15,Ale,,,,
Ale Cold Room 1,AD41,9/23/15,Ale,,,,
Ale Cold Room 1,AD42,9/23/15,Ale,,,,
Ale Cold Room 1,AD43,9/23/15,Ale,,,,
Ale Cold Room 1,AD44,10/6/15,Ale,,,,
Ale Cold Room 1,AD45,10/6/15,Ale,,,,
Ale Cold Room 1,AD50,10/6/15,Ale,,,,
Ale Cold Room 1,AD51,9/28/15,Ale,,,,
Ale Cold Room 1,AD53,9/28/15,Ale,,,,
Ale Cold Room 1,AD54,9/28/15,Ale,,,,
Ale Cold Room 1,AD55,9/28/15,Ale,,,,
Ale Cold Room 1,AD58,9/28/15,Ale,,,,
Ale Cold Room 1,AD59,9/28/15,Ale,,,,
Ale Cold Room 1,AD60,10/27/15,Ale,,,,
Ale Cold Room 1,AD61,10/6/15,Ale,,,,
Ale Cold Room 1,AD62,9/28/15,Ale,,,,
Ale Cold Room 1,AD63,10/6/15,Ale,,,,
Ale Cold Room 1,AD64,9/28/15,Ale,,,,
Ale Cold Room 1,AD65,10/6/15,Ale,,,,
Ale Cold Room 1,AD66,10/6/15,Ale,,,,
Ale Cold Room 1,AD67,9/28/15,Ale,,,,
Ale Cold Room 1,AD68,9/28/15,Ale,,,,
Ale Cold Room 1,AD69,10/6/15,Ale,,,,
Ale Cold Room 1,AD70,10/27/15,Ale,,,,
Ale Cold Room 1,AD71,10/9/15,Ale,,,,
Ale Cold Room 1,AD72,10/9/15,Ale,,,,
Ale Cold Room 1,AD73C,10/19/15,Ale,,,,
Ale Cold Room 1,AD74,10/9/15,Ale,,,,
Ale Cold Room 1,AD75,10/9/15,Ale,,,,
Ale Cold Room 1,AD77-,10/6/15,Ale,,,,
Ale Cold Room 1,AD77+,10/6/15,Ale,,,,
Ale Cold Room 1,AD78,10/12/15,Ale,,,,
Ale Cold Room 1,AD79,10/6/15,Ale,,,,
Ale Cold Room 1,AD80,10/12/15,Ale,,,,
Ale Cold Room 1,AD81,10/9/15,Ale,,,,
Ale Cold Room 1,AD82,10/6/15,Ale,,,,
Ale Cold Room 1,AD83,10/12/15,Ale,,,,
Ale Cold Room 1,AD84,10/6/15,Ale,,,,
Ale Cold Room 1,AD85,10/19/15,Ale,,,,
Ale Cold Room 1,AD86,10/12/15,Ale,,,,
Ale Cold Room 1,AD87,10/12/15,Ale,,,,
Ale Cold Room 1,AD88,10/6/15,Ale,,,,
Ale Cold Room 1,AD89,10/12/15,Ale,,,,
Ale Cold Room 1,AD90,10/6/15,Ale,,,,
Ale Cold Room 1,PMI12,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,PMI99,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,PMI120,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,PMI781,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,AD26,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,AD52,9/30/15,Ale,Umbelopsis,,,
Ale Cold Room 1,AD94,10/9/15,Ale,,,,
Ale Cold Room 1,AD93,10/6/15,Ale,,,,
Ale Cold Room 1,AD92,10/12/15,Ale,,,,
Ale Cold Room 1,AD16,9/30/15,Ale,Mucor,,,
Ale Cold Room 1,AD17,9/30/15,Ale,Mucor,,,
Ale Cold Room 1,NVP68,9/30/15,Ale,Mucor,,,
Ale Cold Room 1,115AG,9/30/15,Ale,Mucor,,,
Ale Cold Room 1,NVP44,9/30/15,Ale,,,,
Ale Cold Room 1,AD37,9/23/15,Ale,,,,
Ale Cold Room 1,AD96,10/21/15,Ale,,,,
Ale Cold Room 1,AD95,10/21/15,Ale,,,,
Ale Cold Room 1,AD91,10/19/15,Ale,Backusella,,,
Ale Cold Room 1,AG30,9/23/15,Ale,,,,
Ale Cold Room 1,AG67,9/23/15,Ale,,,,
Ale Cold Room 1,AG77,9/23/15,Ale,,,,
Ale Cold Room 1,86R,9/23/15,Ale,,,,
Ale Cold Room 1,86R55/86RSS,9/23/15,Ale,,,,
Ale Cold Room 1,93,9/23/15,Ale,,,,
Ale Cold Room 1,93551/93SS1,9/23/15,Ale,,,,
Ale Cold Room 1,93552/93SS2,9/23/15,Ale,,,,
Ale Cold Room 1,624,9/23/15,Ale,,,,
Ale Cold Room 1,PMI1414,9/23/15,Ale,,,,
Ale Cold Room 2,AM1032,3/11/15,,,,,
Ale Cold Room 2,1227,11/23/15,,,,,
Ale Cold Room 2,REB-019A,11/24/15,,,,,
Ale Cold Room 2,CK241,11/24/15,,,,,
Ale Cold Room 2,TTC192,11/19/15,,,,,
Ale Cold Room 2,CK281,11/19/15,,,,,
Ale Cold Room 2,REB-0108,11/11/15,,,,,
Ale Cold Room 2,TTC192,11/11/15,,,,,
Ale Cold Room 2,REB-025A,11/11/15,,,,,
14,AM954,2/17/20,,,,KOD954,
14,AM1056,2/17/20,,,,KOD1056,
14,GBAus25,2/17/20,,,,GBA25,
14,AM989,2/17/20,,,,KOD989,
14,AM996,2/17/20,,,,KOD996,
14,NVP103,2/17/20,,,,,
14,NVP60,2/17/20,,,,,
14,AM1067,2/17/20,,,,KOD1067,
14,TTC192,2/17/20,,,,,
14,AM1051,2/17/20,,,,KOD1051,
14,AD61,2/17/20,,,,AD061,
14,PMI86-,2/17/20,,,,,
14,NVP153,2/17/20,,,,,
14,NVP5,2/17/20,,,,,
14,AM1000,2/17/20,,,,KOD1000,
14,JL122,3/13/20,Jul,Beniella,,,
