Box,Strain,Date,Name,Genus,species,Strain Synonym,
8,,12/7/18,BRR,Clitocybe,nuda,,
8,"isolate from Gym,",12/7/18,BRR,,,,
8,GB_ch147,12/26/18,BRR,,,,
8,4380,1/16/19,BRR,,,,
8,GB_ch145,12/26/18,BRR,,,,
8,3067,1/16/19,BRR,,,,
8,GMNB230,1/16/19,BRR,,,,
8,GB7726,12/7/18,BRR,,,,
8,3067,1/16/19,BRR,,,,
8,GMNB150,7/7/17,BRR,,,,
8,BR75,12/7/19,BRR,Hericium,cor.,,
8,,2/1/19,BRR,P.,djamor,,
8,Post BLUE,2/1/19,BRR,,,,
8,GB_ch102,12/7/18,BRR,Morchella,,,
8,4380,1/16/19,BRR,,,,
8,Trail Post,2/1/19,BRR,,,,
8,BR78,12/7/18,BRR,,,,
8,BR80,12/26/18,BRR,L.,del,,
8,BR80 TM,12/6/18,BRR,,,,
8,BR80,12/6/18,BRR,,,,
8,BR81,3/4/19,BRR,,,,
8,BR82,3/4/19,BRR,,,,
8,BR82,3/4/19,BRR,,,,
8,BR83,3/4/19,BRR,,,,
8,BR91,5/24/19,BRR,,,,
8,BR68,1/21/19,BRR,G.,frandosa,,
8,BR69,1/21/19,BRR,G.,frandosa,,
8,BR70,1/21/19,BRR,G.,frandosa,,
8,BR71,1/21/19,BRR,G.,frandosa,,
8,BR72,1/21/19,BRR,G.,frandosa,,
8,BR73,12/7/18,BRR,Gym.,sp.,,
8,BR74,12/7/18,BRR,A.,gallica,,
8,BR76,12/7/18,BRR,,,,
8,BR77,2/1/19,BRR,,,,
8,BR78,1/21/19,BRR,H.,tessulatus,,
8,BR61-I,11/27/18,BRR,T,floridaum,,
8,BR61-L,11/27/18,BRR,T,floridaum,,
8,BR61-N,11/27/18,BRR,T,floridaum,,
8,BR62,11/27/18,BRR,T,floridaum,,
8,BR62,1/16/19,BRR,T,floridaum,,
8,BR64-A,1/16/19,BRR,,,,
8,BR64-H,11/27/18,BRR,T,rugosum,,
8,BR66,1/21/19,BRR,G.,frandosa,,
8,BR67,1/21/19,BRR,G.,frandosa,,
8,BR61-C,1/16/19,BRR,,,,
8,BR61-C,1/16/19,BRR,,,,
8,BR61-C,1/16/19,BRR,,,,
8,BR61-C,11/27/18,BRR,,,,
8,BR61-C,1/16/19,BRR,,,,
8,BR61-D,1/16/19,BRR,,,,
8,BR61-D,11/27/18,BRR,,,,
8,BR61-D,1/16/19,BRR,,,,
8,BR61-G,1/16/19,BRR,,,,
8,BR61-G,1/16/19,BRR,,,,
8,BR3,12/7/18,BRR,,,,
8,BR7,11/27/18,BRR,,,,
8,BR48,1/16/19,BRR,,,,
8,BR48,1/16/19,BRR,,,,
8,BR61-A,1/16/18,BRR,,,,
8,BR61-A,1/16/18,BRR,,,,
8,BR61-A,11/27/18,BRR,,,,
8,BR64-A,11/27/18,BRR,,,,
8,BR64-A,1/16/19,BRR,,,,
8,BR61-G,11/27/18,BRR,,,,
9,GMNB234,9/2/17,BRR,,,,
9,GMNB77,4/28/17,BRR,T,borchii,,
9,GMNB238,9/2017,BRR,T,borchii,,
9,GMNB211,9/12/17,BRR,T,borchii,,
9,GMNB227,9/2/17,BRR,T,borchii,,
9,GMNB65,4/4/17,BRR,,,,
9,GMNB238,9/2/17,BRR,T,borchii,,
9,GMNB234,9/2/17,BRR,T,borchii,,
9,GMNB85,12/8/17,BRR,T,borchii,,
9,GMNB82,,BRR,T,borchii,,
9,GMNB243,9/2/17,BRR,T,borchii,,
9,GMNB73,,BRR,T,borchii,,
9,GMNB80,,BRR,T,borchii,,
9,GMNB85,12/8/17,BRR,T,borchii,,
9,GMNB227,9/12/17,BRR,T,borchii,,
9,GMNB76,4/28/17,BRR,T,borchii,,
9,GMNB243,9/2/17,BRR,T,borchii,,
9,GMNB211,9/12/17,BRR,T,borchii,,
9,GMNB239,9/12/17,BRR,T,borchii,,
9,GMNB77,4/28/17,BRR,T,borchii,,
9,GMNB76,4/28/17,BRR,T,borchii,,
9,GMNB239,9/12/17,BRR,T,borchii,,
9,GMNB85,4/5/17,BRR,T,borchii,,
9,GMNB86 TM,,BRR,T,borchii,,
9,GMNB150,12/8/17,BRR,T,comal,,
9,GMNB152,12/8/17,BRR,T,comal,,
9,GMNB152,12/8/17,BRR,T,comal,,
9,GMNB55,12/8/17,BRR,T,gibbosum,,
9,GMNB55,12/8/17,BRR,T,gibbosum,,
9,GMNB118,12/8,BRR,Tuber,sp.,,
9,GMNB55,12/8/17,BRR,T,gibbosum,,
9,RJ001,9/12/17,BRR,T,borchii,,
9,RJ001,9/12/17,BRR,T,borchii,,
9,RJ010,9/12/17,BRR,T,borchii,,
9,RJ010,9/12/17,BRR,T,borchii,,
9,GMNB54,4/28/17,BRR,T,gibbosum,,
9,GMNB59,4/28/19,BRR,T,gibbosum,,
9,GMNB57,4/28/17,BRR,,,,
9,GMNB54,4/5/17,BRR,T,gibbosum,,
9,GMNB53,4/28/17,BRR,T,gibbosum,,
9,GMNB48,4/28/17,BRR,T,gibbosum,,
9,GMNB59,4/28/17,BRR,T,gibbosum,,
9,GMNB57,4/28/17,BRR,T,oreg,,
1,AP11,7/30/19,AP,,,,
1,AP10,7/30/19,AP,,,,
1,NG10,7/30/19,AP,,,,
1,NG11,7/30/19,AP,,,,
9,GMNB54,4/5/17,BRR,T,gibbosum,,
9,GMNB53,4/28/17,BRR,T,gibbosum,,
9,GMNB48,4/28/17,BRR,T,gibbosum,,
10,AD210,8/16/17,AEB,,,,
10,AD210,8/18/17,AEB,,,,
10,XW007,8/16/17,AEB,,,,
10,XW007,8/16/17,AEB,,,,
10,AD079,6/7/18,AEB,,,,
10,AD079,6/7/18,AEB,,,,
10,GBA22,6/7/18,AEB,,,,
10,GBA22,6/7/18,AEB,,,,
10,GBA43,6/7/18,AEB,,,,
10,GBA43,6/7/18,AEB,,,,
10,AD282,6/7/18,AEB,,,,
10,AD282,6/7/18,AEB,,,,
10,PMI12,6/7/18,AEB,,,,
10,PMI12,6/7/18,AEB,,,,
10,ADO71,6/7/18,AEB,,,,
10,ADO71,6/7/18,AEB,,,,
10,GBA31,6/7/18,AEB,,,,
10,GBA31,6/7/18,AEB,,,,
10,GBA33,6/7/18,AEB,,,,
10,GBA33,6/7/18,AEB,,,,
10,GBA30,6/7/18,AEB,,,,
10,GBA30,6/7/18,AEB,,,,
10,GBA41,6/7/18,AEB,,,,
10,GBA41,6/7/18,AEB,,,,
10,RS2,,,Pleurotus,eryngii,,
10,RS1,,,Grifola,,,
10,GBA39,6/7/18,AEB,,,,
10,GBA39,6/7/18,AEB,,,,
10,ADO94,8/10/17,AEB,,,,
10,ADO93,8/10/17,AEB,,,,
10,ADO92wt,9/14/17,AEB,,,,
10,ADO87,8/10/17,AEB,,,,
10,ADO86,8/9/17,AEB,,,,
10,ADO82,8/9/17,AEB,,,,
10,ADO81,8/9/17,AEB,,,,
10,ADO80,8/9/17,AEB,,,,
10,ADO79,8/9/17,AEB,,,,
10,ADO78,8/9/17,AEB,,,,
10,ADO77,8/9/17,AEB,,,,
10,ADO76,8/9/17,AEB,,,,
10,ADO75,8/9/17,AEB,,,,
10,ADO69,8/9/17,AEB,,,,
10,ADO67,8/9/17,AEB,,,,
10,ADO66,8/9/17,AEB,,,,
10,ADO64,8/9/17,AEB,,,,
10,ADO63,8/9/17,AEB,,,,
10,ADO62,8/9/17,AEB,,,,
10,ADO61,8/9/17,AEB,,,,
10,ADO60,8/9/17,AEB,,,,
10,ADO59,8/10/17,AEB,,,,
10,ADO55,8/9/17,AEB,,,,
10,ADO53,8/9/17,AEB,,,,
10,ADO50,8/9/17,AEB,,,,
10,ADO44,8/9/17,AEB,,,,
10,ADO43,8/9/17,AEB,,,,
10,ADO42,8/9/17,AEB,,,,
10,ADO41,8/9/17,AEB,,,,
10,ADO40,7/31/17,AEB,,,,
10,ADO39,7/31/17,AEB,,,,
10,ADO36,8/9/17,AEB,,,,
10,ADO35,8/9/17,AEB,,,,
10,ADO34,8/9/17,AEB,,,,
10,ADO33,8/9/17,AEB,,,,
10,ADO32,8/9/17,AEB,,,,
10,ADO23,8/9/17,AEB,,,,
10,ADO21,7/31/17,AEB,,,,
10,ADO15,8/9/17,AEB,,,,
10,ADO14,8/9/17,AEB,,,,
10,ADO13,8/9/17,AEB,,,,
10,ADO12,8/10/17,AEB,,,,
10,ADO11,8/10/17,AEB,,,,
10,ADO10,8/9/17,AEB,,,,
10,ADO9,7/31/17,AEB,,,,
10,ADO8,7/31/17,AEB,,,,
10,ADO03,8/9/17,AEB,,,,
11,1235,5/30/18,AEB,,,,
11,1235,5/30/18,AEB,,,,
11,NRRL 5525,5/30/18,AEB,,,,
11,AM943,5/30/18,AEB,,,,
11,AM943,5/30/18,AEB,,,,
11,14Py58w,5/30/18,AEB,,,,
11,AD275,5/30/18,AEB,,,,
11,AD275,5/30/18,AEB,,,,
11,14Py58w,5/30/18,AEB,,,,
11,NRRL 1235,5/22/18,AEB,,,"""=1235"", ""=KOD1235""",
11,NRRL 1235,5/22/18,AEB,,,"""=1235"", ""=KOD1235""",
11,NRRL 1230,5/22/18,AEB,,,"""=1230"", ""=KOD1230""",
11,NRRL 1230,5/22/18,AEB,,,"""=1230"", ""=KOD1230""",
11,AD282,5/22/18,AEB,,,,
11,AD282,5/22/18,AEB,,,,
11,AD275,5/22/18,AEB,,,,
11,AD275,5/22/18,AEB,,,,
11,AV014,5/30/18,AEB,,,,
11,AV014,5/30/18,AEB,,,,
11,KTA 1199,5/16/18,AEB,,,,
11,KTA 1199,5/16/18,AEB,,,,
11,AD043,5/16/18,AEB,,,,
11,AD043,5/16/18,AEB,,,,
11,KOD 948,5/16/18,AEB,,,"""=AM948""",
11,KOD 948,6/16/18,AEB,,,"""=AM948""",
11,AM943,5/22/18,AEB,,,"""=KOD943""",
11,AM943,5/22/18,AEB,,,"""=KOD943""",
11,AM012,5/22/18,AEB,,,,
11,AM012,5/22/18,AEB,,,,
11,KOD1233,5/16/18,AEB,,,"""=1233"", ""NRRL 1233""",
11,KOD1233,5/16/18,AEB,,,"""=1233"", ""NRRL 1233""",
11,AD 282,5/16/18,AEB,,,,
11,AD 282,5/16/18,AEB,,,,
11,NRRL 1227,5/16/18,AEB,,,"""=1227"", ""KOD1227""",
11,NRRL 1227,5/16/18,AEB,,,"""=1227"", ""KOD1227""",
11,KOD 950,5/16/18,AEB,,,,
11,KOD 950,5/16/18,AEB,,,,
11,KOD 994,5/16/18,AEB,,,,
11,KOD 994,5/16/18,AEB,,,,
11,AM 955,5/22/18,AEB,,,,
11,AM1033,5/22/18,AEB,,,,
11,AM1033,5/22/18,AEB,,,,
11,KOD 1005+,4/4/18,AEB,,,,
11,AV005+,4/418,AEB,,,,
11,NRRL 28271,4/4/18,AEB,,,,
11,AD266+,4/4/18,AEB,,,,
11,AM1012,5/22/18,AEB,,,,
11,AM1012,5/22/18,AEB,,,,
11,AD081,8/10/17,AEB,,,,
11,AD082,8/9/17,AEB,,,,
11,AD086,8/9/17,AEB,,,,
11,AD087,8/10/19,AEB,,,,
11,AD092 wt,9/14/17,AEB,,,,
11,AD093,8/10/17,AEB,,,,
11,AD094,8/10/17,AEB,,,,
11,AM978,5/22/18,AEB,,,,
11,AM978,5/22/18,AEB,,,,
11,AD064,8/9/17,AEB,,,,
11,AM978,5/22/18,AEB,,,,
11,AD066,8/9/17,AEB,,,,
11,AD067,8/9/17,AEB,,,,
11,AD069,8/9/17,AEB,,,,
11,AD075,8/9/17,AEB,,,,
11,AD076,8/9/17,AEB,,,,
11,AD077,8/9/17,AEB,,,,
11,AD078,8/9/17,AEB,,,,
11,AD079,8/9/17,AEB,,,,
11,AD080,8/9/17,AEB,,,,
11,AD043,8/9/17,AEB,,,,
11,AD044,8/9/17,AEB,,,,
11,AD050,8/9/17,AEB,,,,
11,AD053,8/9/17,AEB,,,,
11,AD055,8/9/17,AEB,,,,
11,AD059,8/9/17,AEB,,,,
11,AD060,8/9/17,AEB,,,,
11,AD061,8/9/17,AEB,,,,
11,AD062,8/9/17,AEB,,,,
11,AD063,8/9/17,AEB,,,,
11,AD023,8/9/17,AEB,,,,
11,AD032,8/9/17,AEB,,,,
11,AD033,8/9/17,AEB,,,,
11,AD034,8/9/17,AEB,,,,
11,AD035,8/9/17,AEB,,,,
11,AD036,8/9/17,AEB,,,,
11,AD39,7/31/17,AEB,,,,
11,AD40,7/31/17,AEB,,,,
11,AD041,8/9/17,AEB,,,,
11,AD042,8/9/17,AEB,,,,
11,AD003,8/9/17,AEB,,,,
11,AD8,7/31/17,AEB,,,,
11,AD9,7/31/17,AEB,,,,
11,AD010,8/9/17,AEB,,,,
11,AD011,8/10/17,AEB,,,,
11,AD012,8/10/17,AEB,,,,
11,AD013,8/9/17,AEB,,,,
11,AD014,8/9/17,AEB,,,,
11,AD015,8/9/17,AEB,,,,
11,AD21,7/31/17,AEB,,,,
12,101,,,,,,
12,106,,,,,,
12,116,,,,,,
12,121,,,,,,
12,126,,,,,,
12,131,,,,,,
12,141,,,,,,
12,MC1,11/8/17,,,,,
12,101,,,,,,
12,106,,,,,,
12,116,,,,,,
12,121,,,,,,
12,126,,,,,,
12,131,,,,,,
12,141,,,,,,
12,136,,,,,,
12,MC2,11/8/17,,,,,
12,102,,,,,,
12,107,,,,,,
12,112,,,,,,
12,117,,,,,,
12,122,,,,,,
12,127,,,,,,
12,132,,,,,,
12,137,,,,,,
12,142,,,,,,
12,MC4,11/8/17,,,,,
12,105,,,,,,
12,108,,,,,,
12,113,,,,,,
12,118,,,,,,
12,123,,,,,,
12,128,,,,,,
12,133,,,,,,
12,138,,,,,,
12,143,,,,,,
12,MC6,11/8/17,,,,,
12,104,,,,,,
12,109,,,,,,
12,114,,,,,,
12,119,,,,,,
12,124,,,,,,
12,129,,,,,,
12,134,,,,,,
12,139,,,,,,
12,144,,,,,,
12,104,,,,,,
12,109,,,,,,
12,114,,,,,,
12,119,,,,,,
12,124,,,,,,
12,129,,,,,,
12,134,,,,,,
12,139,,,,,,
12,144,,,,,,
12,105,,,,,,
12,110,,,,,,
12,115,,,,,,
12,120,,,,,,
12,125,,,,,,
12,130,,,,,,
12,133,,,,,,
12,140,,,,,,
12,105,,,,,,
12,110,,,,,,
12,115,,,,,,
12,120,,,,,,
12,125,,,,,,
12,130,,,,,,
12,135,,,,,,
12,140,,,,,,
7,BR112 (GB-CH1020,7/2/19,BRR,,,,
7,BR111,7/28/19,BRR,,,,
7,BR1138 (CH8),7/2/19,BRR,,,,
7,BR99,7/13/19,BRR,M,diminunitiva,,
7,BR94a,7/2/19,BRR,V,conica,,
7,BR114a gbch5,7/2/19,BRR,,,,
7,BR1222 CH122,7/8/19,BRR,M,sextelata,,
7,BR105,7/8/19,BRR,M.,americana,,
7,BR113C BRCG8,7/2/19,BRR,M,sextelata,,
7,BR113e GBCH8,7/2/19,BRR,M,sextelata,,
7,BR113e GBCH8,7/15/19,BRR,M,sextelata,,
7,BR114b GBCH5,7/2/19,BRR,M,sextelata,,
7,BR114b GBCH5,7/2/19,BRR,M,sextelata,,
13,MC1,11/8/17,BRR,,,,
13,MC4,11/8/17,BRR,,,,
13,MC2,11/8/17,BRR,,,,
13,MC97,,,,,,
13,MC97,,,,,,
13,MC98,,,,,,
13,MC98,,,,,,
13,MC99,,,,,,
13,MC100,,,,,,
13,MC100,,,,,,
13,MC017,,,,,,
13,MC92,,,,,,
13,MC92,,,,,,
13,MC93,,,,,,
13,MC93,,,,,,
13,MC94,,,,,,
13,MC94,,,,,,
13,MC95,,,,,,
13,MC95,,,,,,
13,MC96,,,,,,
13,MC96,,,,,,
13,MC87,,,,,,
13,MC87,,,,,,
13,MC88,,,,,,
13,MC88,,,,,,
13,MC89,,,,,,
13,MC89,,,,,,
13,MC90,,,,,,
13,MC90,,,,,,
13,MC91,,,,,,
13,MC82,,,,,,
13,MC82,,,,,,
13,MC83,,,,,,
13,MC83,,,,,,
13,MC84,,,,,,
13,MC84,,,,,,
13,MC85,,,,,,
13,MC85,,,,,,
13,MC86,,,,,,
13,MC86,,,,,,
13,MC77,,,,,,
13,MC77,,,,,,
13,MC78,,,,,,
13,MC78,,,,,,
13,MC79,,,,,,
13,MC79,,,,,,
14,FSU 9827,10/3/19,Jul,Mortierella,kuhlmanii,,
14,FSU 9817,10/3/19,Jul,Mortierella,globulifera,,
14,FSU 9805,10/3/19,Jul,Mortierella,echinosphaera,,
14,FSU 9842,10/3/19,Jul,Mortierella,rishikesha,,
14,FSU 9788,10/3/19,Jul,Mortierella,acrotona,,
14,FSU9836,10/3/19,Jul,Mortierella,parazychae,,
14,FSU 9803,10/3/19,Jul,Mortierella,cystojenkinii,,
14,FSU 9849,10/3/19,Jul,Mortierella,strangulata,,
14,FSU 11388,10/3/19,Jul,Mortierella,gamsii,,
14,FSU 9851,10/3/19,Jul,Mortierella,turficola,,
14,FSU 11382,10/3/19,Jul,Mortierella,polygonia,,
14,FSU 9834,10/3/19,Jul,Mortierella,nantahalensis,,
14,FSU 9864,10/3/19,Jul,Mortierella,zychae,,
14,FSU 9844,10/3/19,Jul,Mortierella,rostafinskii,,
14,FSU 9825,10/3/19,Jul,Mortierella,hypsicladia,,
14,FSU 9796,10/3/19,Jul,Mortierella,camargensis,,
14,FSU 9835,10/3/19,Jul,Mortierella,paraensis,,
14,FSU 13911,10/3/19,Jul,Mortierella,sp.,,
14,FSU 9853,10/3/19,Jul,Mortierella,verticillata = Haplosporangium fasciculatum,,
14,FSU 11381,10/3/19,Jul,Mortierella,amoeboidea,,
14,FSU 9794,10/3/19,Jul,Mortierella,beljekovae,,
14,FSU 11214,10/7/19,Jul,Mortierella,microzygospora,,
14,FSU 9793,10/7/19,Jul,Mortierella,amilliariicola,,
14,FSU 9789,10/7/19,Jul,Mortierella,alpina = renispora,,
14,FSU 9795,10/7/19,Jul,Mortierella,biramosa =wuyishanensis,,
14,FSU 9791,10/7/19,Jul,Mortierella,angusta,,
14,FSU 12173,10/7/19,Jul,Mortierella,calciphila,,
14,FSU 9848,10/7/19,Jul,Mortierella,selenospora,,
14,FSU 9840,10/7/19,Jul,Mortierella,pulchella,,
14,FSU 9784,10/7/19,Jul,Gamsiella,multidivaricata,,
14,FSU 9808,10/7/19,Jul,Mortierella,elongatula,,
14,FSU 9802,10/7/19,Jul,Mortierella,cogitans,,
14,FSU 9811,10/7/19,Jul,Mortierella,exigua=sterilis,,
14,FSU 9822,10/7/19,Jul,Mortierella,hyalina= Hydrophora hyalina,,
14,FSU 11180,10/7/19,Jul,Mortierella,fimbricystis,,
14,FSU 13910,10/7/19,Jul,Mortierella,sp.,,
14,FSU 9820,10/7/19,Jul,Mortierella,horticola,,
14,FSU 9809,10/7/19,Jul,Mortierella,epicladia,,
14,FSU 9845,10/7/19,Jul,Mortierella,sarnyensis,,
14,FSU 9801,10/7/19,Jul,Mortierella,cloncystis,,
14,FSU 9846,10/7/19,Jul,Mortierella,,,
14,FSU 9863,10/8/19,Jul,Mortierella,zonata,,
14,AG77-,01/07/20,Jul,Mortierella,elongata,,
1,JU15B,12/09/19,Jul,Beniella,ad,,
1,JL29,12/10/19,Jul,Beniella,,,
1,JL62,12/11/19,Jul,Beniella,,,
1,JL117,12/12/19,Jul,Mortierella,gamsii,,
1,JL118,12/13/19,Jul,Mortierella,hyalina,,
1,JL119,12/14/19,Jul,Mortierella,gamsii,,
1,JL120,12/15/19,Jul,Mortierella,gamsii,,
1,JL121,12/16/19,Jul,Mortierella,minutissima/zonata,,
T1,14Py36W,2/2/18,,,,,
T1,14Py07W,2/2/18,,,,,
T1,14Py31W,2/2/18,NVP,,,,
T1,14Py42W,2/2/18,,,,,
T1,NVP64,2/2/18,,Mortierella,elongata,,
T1,KOD1038,2/2/18,,,,,
T1,14Py58w,2/2/18,,,,,
T1,1230,8/24/18,AEB,,,KOD1230=AM1230,
T2,AM1014,2/2/18,AEB,,,KOD1014,
T2,AM1029,2/9/18,AEB,,,KOD1029,
T2,AM990,2/9/18,AEB,,,KOD990,
T2,AM1031,2/9/18,AEB,,,KOD1031,
T2,AM1042,2/9/18,AEB,,,KOD1042,
T2,AM1037,2/9/18,AEB,,,KOD1037,
T2,NVP64WT,2/26/18,AEB,Mortierella,elongata,NVP64+,
T2,NVP64cured,2/26/18,AEB,Mortierella,elongata,NVP64-,
T3,TTC461,,,,,,
T3,AD097,2/1/18,,,,,
T3,AM993,2/1/18,,,,,
T3,AM1059,2/1/18,,,,,
T3,TLT35,,,Umbelopsis,,,
T3,PMI526,,,,,,
T3,REB-045A,2/1/18,,,,,
T3,TTC,2/1/18,,,,,
T4,AD282,2/7/2018,,,,,
T4,REBM-044,,,,,,
T4,AM1064,2/7/2018,,,,KOD1064,
T4,AM948,2/7/2018,,,,KOD948,
T4,14Py59W,,,,,,
T4,REB-057X,,,,,,
T4,REBM-043,,,,,,
T4,AD282,2/27/18,AEB,,,,
T5,NVP17b,,,Mortierella,alpina,,
T5,NVP60,2/1/18,,Mortierella,,,
T5,NVP56,2/1/18,,Mortierella,,,
T5,NRRL 6351,2/2/18,,,,,
T5,NRRL 28271,2/2/18,,,,,
T5,NVP5,2/1/18,,Mortierella,elongata,,
T5,NVP71,2/1/18,,,,,
T5,NVP80,,,Mortierella,elongata,,
T6,NRRL 1229,2/7/18,NVP,,,KOD1229,
T6,KOD1226,2/6/18,NVP,,,1226,
T6,KOD1231,2/7/18,NVP,,,1231,
T6,KOD1225,2/6/18,NVP,,,1225,
T6,KOD1232,2/6/18,NVP,,,1232,
T6,KOD1200,2/6/18,NVP,,,1200,
T6,KOD1228,2/6/18,NVP,,,1228,
T6,NRRL 22416,,,,,,
T7,TTC154,,,Umbelopsis,,,
T7,CK1275,,,,,,
T7,CK277,2/1/18,,,,,
T7,CK197,,,,,,
T7,TTC192,,,,,,
T7,CK1227,2/1/18,,,,,
T7,CK281,,,,,,
T7,CK210,2/1/18,,,,,
T8,GBA27b WT,8/22/18,AEB,,,GBAus27b,
T8,GBA20,8/22/18,AEB,,,GBAus20,
T8,GBA39,8/22/18,AEB,,,GBAus39,
T8,GBA31,8/22/18,AEB,,,GBAus31,
T8,GBA41,8/22/18,AEB,,,GBAus41,
T8,GBA30,8/22/18,AEB,,,GBAus30,
T8,GBA34,8/22/18,AEB,,,GBAus34,
T8,KOD1226,9/5/19,NVP,,,1226,
T9,GBA25,8/22/18,AEB,,,GBAus25,
T9,GBA43,8/22/18,AEB,,,GBAus43,
T9,GBA24,8/22/18,AEB,,,GBAus24,
T9,GBA33,8/22/18,AEB,,,GBAus33,
T9,GBA40,8/22/18,AEB,,,GBAus40,
T9,GBA36,8/22/18,AEB,,,GBAus36,
T9,GBA22,8/22/18,AEB,,,GBAus22,
T9,GBA35,8/22/18,AEB,,,GBAus35,
T10,KOD1232,9/10/19,NVP,,,1232,
T10,NRRL 1229,9/10/19,NVP,,,KOD1229=1229,
T10,NRRL 2760,9/10/19,NVP,,,,
T10,NVP110,9/10/19,NVP,,,,
T10,NRRL 22892,9/10/19,NVP,,,,
T10,KOD1062,9/10/19,NVP,,,AM1062,
T10,KOD1232,9/10/19,NVP,,,1232,
T10,KOD1002,9/10/19,NVP,,,AM1002,
T11,KOD1231,9/10/19,NVP,,,1231,
T11,KOD1226,9/10/19,NVP,,,1226,
T11,KOD1231,9/10/19,NVP,,,1231,
T11,NRRL 3175,1/31/2020,NVP,,,,
T11,S.indica on KM(4/19),8/28/19,NVP,Serendipita,indica,,
T11,S.indica on KM(3/19),8/28/19,NVP,Serendipita,indica,,
T11,S.indica on MEA(5/19),8/28/19,NVP,Serendipita,indica,,
T12,NVP64-L1,1/31/2020,NVP,Mortierella,elongata,,
T12,NVP64-L2,1/31/2020,NVP,Mortierella,elongata,,
T12,NVP64WT,1/31/2020,NVP,Mortierella,elongata,NVP64+,
T12,NVP80-L1,1/31/2020,NVP,Mortierella,elongata,,
T12,NVP80-L2,1/31/2020,NVP,Mortierella,elongata,,
T12,NVP80-,1/31/2020,NVP,Mortierella,elongata,NVP80cured,
T12,NVP80WT,1/31/2020,NVP,Mortierella,elongata,NVP80+,
MAIN STRAINS,AV005WT,8/16/17,ALE,,,,
MAIN STRAINS,AV005WT,8/16/17,ALE,,,,
MAIN STRAINS,AV005CU,8/16/17,ALE,,,,
MAIN STRAINS,AV005CU,8/16/17,ALE,,,,
MAIN STRAINS,AD058CU,8/16/17,ALE,,,,
MAIN STRAINS,AD058CU,8/16/17,ALE,,,,
MAIN STRAINS,AD192WT,8/16/17,ALE,,,,
MAIN STRAINS,AD192WT,8/16/17,ALE,,,,
MAIN STRAINS,KOD1005,8/16/17,ALE,,,AM1005,
MAIN STRAINS,KOD1005,8/16/17,ALE,,,AM1005,
MAIN STRAINS,CK281,8/16/17,ALE,,,,
MAIN STRAINS,CK281,8/16/17,ALE,,,,
MAIN STRAINS,AM1032,8/16/17,ALE,,,KOD1032,
MAIN STRAINS,AM1032,8/16/17,ALE,,,KOD1032,
MAIN STRAINS,AD058WT,8/16/17,ALE,,,,
MAIN STRAINS,AD058WT,8/16/17,ALE,,,,
MAIN STRAINS,AD192CU,8/16/17,ALE,,,,
MAIN STRAINS,AD192CU,8/16/17,ALE,,,,
MAIN STRAINS,AD065,8/16/17,ALE,,,,
MAIN STRAINS,AD065,8/16/17,ALE,,,,
MAIN STRAINS,KOD1005CU,8/16/17,ALE,,,,
MAIN STRAINS,KOD1005CU,8/16/17,ALE,,,,
MAIN STRAINS,AD121,8/16/17,ALE,,,,
MAIN STRAINS,AD051CU,8/21/17,ALE,,,,
MAIN STRAINS,AD051CU,8/21/17,ALE,,,,
MAIN STRAINS,AD051WT,8/21/17,ALE,,,,
MAIN STRAINS,AD051WT,8/21/17,ALE,,,,
MAIN STRAINS,AD092CU,8/21/17,ALE,,,,
MAIN STRAINS,AD092CU,8/21/17,ALE,,,,
MAIN STRAINS,AD092WT,8/21/17,ALE,,,,
MAIN STRAINS,AD092WT,8/21/17,ALE,,,,
MAIN STRAINS,AD073CU,8/21/17,ALE,,,,
MAIN STRAINS,AD022WT,8/21/17,ALE,,,,
MAIN STRAINS,AD073WT,8/21/17,ALE,,,,
MAIN STRAINS,AD073WT,8/21/17,ALE,,,,
MAIN STRAINS,AD086WT,8/21/17,ALE,,,,
MAIN STRAINS,AD086WT,8/21/17,ALE,,,,
MAIN STRAINS,AD086CU,8/21/17,ALE,,,,
MAIN STRAINS,AD086CU,8/21/17,ALE,,,,
MAIN STRAINS,NVP64WT,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,NVP64cured,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,NVP64cured,8/21/17,ALE,Mortierella,elongata,,
MAIN STRAINS,AD003CU,8/21/17,ALE,,,,
MAIN STRAINS,AD003CU,8/21/17,ALE,,,,
MAIN STRAINS,AD003WT,8/21/17,ALE,,,,
MAIN STRAINS,AD003WT,8/21/17,ALE,,,,
MAIN STRAINS,GBAus27b WT,8/21/17,ALE,,,,
MAIN STRAINS,GBAus27b WT,8/21/17,ALE,,,,
MAIN STRAINS,GBAus27b CU,8/21/17,ALE,,,,
MAIN STRAINS,1228WT,8/21/17,ALE,,,,
MAIN STRAINS,1228WT,8/21/17,ALE,,,,
MAIN STRAINS,1228CU,8/21/17,ALE,,,,
MAIN STRAINS,1228CU,8/21/17,ALE,,,,
MAIN STRAINS,1414WT,8/21/17,ALE,Mortierella,humilis,PMI1414 WT,
MAIN STRAINS,1414WT,8/21/17,ALE,Mortierella,humilis,PMI1414 WT,
MAIN STRAINS,1414CU,8/21/17,ALE,Mortierella,humilis,PMI1414 cured,
MAIN STRAINS,1414CU,8/21/17,ALE,Mortierella,humilis,PMI1414 cured,
MAIN STRAINS,AD022WT,8/21/17,ALE,,,,
